学号,姓名,年龄,性别,联系方式,班级,语文,数学,英语,物理,化学,生物,政治,历史,地理,总分
202102087,arpfow,25,女,17743248341,84,131,52,130,91,38,67,81,33,49,672
202102088,fjnuji,24,女,17512804424,67,144,34,111,13,51,88,50,28,24,543
202102089,lyvmaz,16,男,17582706127,139,125,76,131,67,100,17,52,75,14,657
202102090,umywac,24,女,18661698362,42,65,13,70,75,97,80,97,71,79,647
202102091,wprpes,18,男,13649169980,96,95,109,149,62,91,36,53,30,70,695
202102092,cfkseq,17,男,18572604834,105,135,41,102,23,19,77,100,32,16,545
202102093,yntlyu,19,男,18019435886,31,20,84,88,63,21,78,44,84,92,574
202102094,qjchrz,20,女,15395096149,120,149,93,81,55,80,4,70,95,73,700
202102095,cenmlo,24,男,15746435103,159,18,110,30,45,77,26,100,43,16,465
202102096,qzxezk,20,男,18116960789,151,61,139,34,48,35,10,53,38,72,490
202102097,rkretw,19,男,17850538412,159,51,11,1,52,7,77,29,88,47,363
202102098,oplnjh,17,女,18980644796,139,132,5,20,65,8,4,73,54,23,384
202102099,elxjpw,22,女,13149293325,63,60,41,119,1,16,96,43,98,30,504
202102100,ywccqq,17,女,15724018471,145,122,15,101,17,27,59,72,97,20,530
202102101,rynlco,25,女,17822350999,97,18,72,113,80,63,82,85,90,57,660
202102102,ntuxad,17,男,14954916460,165,1,43,51,84,1,46,57,92,69,444
202102103,vyilum,16,女,15754339746,144,45,59,105,85,75,40,22,58,53,542
202102104,jpogaa,16,女,15756760121,68,46,35,36,59,97,20,70,34,9,406
202102105,zyeqfd,24,男,17815864260,43,66,15,146,66,26,74,41,30,32,496
202102106,qvgstp,25,男,17866110244,45,41,58,89,42,52,7,83,47,32,451
202102107,rtwznk,26,男,17538948126,116,103,4,94,52,76,45,46,39,85,544
202102108,vmybfu,19,男,14944378783,140,26,140,48,18,49,64,40,4,6,395
202102109,bsexfc,25,男,14996100485,16,104,87,6,2,42,12,52,3,16,324
202102110,hwwftm,18,男,18139961643,29,123,53,55,39,64,59,48,67,19,527
202102111,pmrtzf,19,男,15734367687,142,140,52,109,69,85,81,71,12,67,686
202102112,syhgzo,17,男,13089245251,86,103,71,9,81,62,48,45,25,71,515
202102113,mdkvbl,26,男,13522472020,42,139,137,75,42,35,64,94,77,87,750
202102114,xdmlnu,26,男,17379602895,141,94,22,71,53,86,11,10,37,11,395
202102115,zcgrut,20,男,13685135741,130,84,149,45,3,77,74,2,32,63,529
202102116,ytgxau,16,女,15958461031,63,112,121,111,21,56,35,2,74,49,581
202102117,xxlynj,20,女,13644573593,95,41,101,50,10,26,73,83,64,75,523
202102118,ugjeop,17,女,13397508181,160,145,81,14,4,54,89,64,82,21,554
202102119,pjzghk,26,男,13670230759,145,103,29,145,36,64,89,74,48,45,633
202102120,zguvzs,26,男,18661426359,86,133,74,49,52,96,75,76,77,74,706
202102121,brudax,19,男,15923368942,142,40,92,11,88,79,69,86,49,77,591
202102122,znhlpj,20,女,18769787202,10,109,42,129,50,53,14,48,82,80,607
202102123,ieujhj,24,男,17760603844,105,86,121,127,62,6,45,9,51,10,517
202102124,etrbsq,23,女,15895914549,157,93,49,77,80,3,53,50,98,63,566
202102125,lbarfx,22,男,15723467360,125,112,8,73,37,71,49,7,60,36,453
202102126,buvjmr,26,女,15872036078,100,94,0,0,92,100,85,78,27,50,526
202102127,sykjwo,16,女,18684024227,7,147,117,81,56,79,1,39,97,17,634
202102128,aqflwq,21,男,17395988423,50,54,109,65,91,91,90,23,39,47,609
202102129,aezqcs,26,女,18591621345,6,82,66,65,90,7,95,9,16,8,438
202102130,ccdkjg,18,男,18743571435,52,80,66,25,38,76,32,98,4,43,462
202102131,seurqn,17,男,15751649141,125,32,113,31,6,68,46,2,7,18,323
202102132,bujeep,19,男,14937622181,30,128,30,42,61,77,21,17,12,73,461
202102133,lzkemk,22,女,17354776962,84,145,21,4,48,77,18,39,43,10,405
202102134,qizdnf,26,男,18017738201,109,29,23,34,31,12,90,81,30,68,398
202102135,vtifrn,26,女,18629602324,161,71,118,41,30,9,94,27,71,91,552
202102136,dpwemc,23,女,18537747687,109,24,6,70,79,77,96,94,80,94,620
202102137,zqmdrj,16,女,15826840444,39,109,32,50,46,9,29,54,15,33,377
202102138,dkdjtd,16,女,13563952091,37,113,120,63,91,34,69,68,50,16,624
202102139,dovwia,19,女,13636268307,62,150,17,88,89,25,20,83,65,44,581
202102140,auopeb,19,女,13165476027,37,72,36,53,30,91,33,37,59,52,463
202102141,rxqnfq,24,男,15951489152,39,127,114,63,24,33,98,85,74,69,687
202102142,hrfmmc,21,女,13186353314,133,8,93,110,45,79,30,64,16,79,524
202102143,luzcjf,16,女,18583093249,124,90,104,62,16,33,26,22,95,62,510
202102144,ordobq,22,女,17847703016,91,71,135,45,8,19,75,60,29,0,442
202102145,tfsfxq,18,女,18952115038,154,80,55,84,77,45,91,1,4,58,495
202102146,rhzetz,18,男,18833309425,68,20,125,63,38,59,27,87,34,31,484
202102147,spvqul,16,男,18627112711,66,46,47,90,85,83,77,19,86,34,567
202102148,fpftcm,20,女,17311287780,74,9,11,2,74,76,84,89,41,0,386
202102149,seggel,17,女,17378515747,151,57,100,149,54,7,16,44,19,26,472
202102150,fvqugd,18,女,18037754158,111,37,86,23,45,54,42,33,94,42,456
202102151,jdsigi,24,男,18919036007,53,23,42,6,77,80,6,98,14,3,349
202102152,zhcihw,18,男,14988657442,117,126,106,89,26,35,72,58,7,50,569
202102153,onapjj,16,男,18832533262,13,4,131,71,96,93,60,68,69,28,620
202102154,fuevum,23,女,15722062110,4,78,95,68,52,57,24,30,62,87,553
202102155,hgpyai,18,女,14957989728,67,44,100,36,72,68,47,93,100,27,587
202102156,tzokrf,19,女,13186404613,43,120,69,47,69,7,49,40,73,46,520
202102157,gzcdsg,19,女,17342044402,82,12,88,6,1,34,72,11,57,0,281
202102158,quifhg,26,男,18795988925,87,28,108,97,8,82,39,22,67,78,529
202102159,ehjzmv,16,女,18178007305,110,101,120,14,74,93,75,12,75,26,590
202102160,ptiojy,18,女,17768924076,98,15,8,136,73,82,20,85,56,20,495
202102161,ycfqpq,22,女,17837914981,106,53,64,119,93,91,50,8,14,63,555
202102162,suvega,25,女,17558398684,163,100,82,108,98,30,35,23,40,94,610
202102163,gxtequ,21,女,17512215602,81,129,128,88,62,55,67,93,4,87,713
202102164,xfniiv,25,男,15851956874,130,99,46,49,90,91,70,88,89,47,669
202102165,tffnpa,22,女,18839197723,28,0,116,54,96,14,79,42,90,35,526
202102166,clcthl,25,男,13590349650,45,6,96,26,75,54,94,68,53,96,568
202102167,qcarcf,23,女,18110241064,46,113,96,23,3,76,70,98,43,17,539
202102168,fdjfnb,26,男,14976311883,92,38,117,11,87,5,78,69,69,11,485
202102169,abdjnj,21,男,13046776227,139,48,139,110,94,20,50,10,42,25,538
202102170,ebyhwk,20,男,18911135745,48,24,46,7,35,15,65,79,54,25,350
202102171,xzzuyh,24,女,17742554112,35,112,41,51,87,66,94,75,15,59,600
202102172,hofmmw,18,女,13638955412,144,67,57,81,15,22,38,60,66,24,430
202102173,vwxvsu,22,女,18697301122,37,147,115,33,37,6,59,65,10,66,538
202102174,rdlrcj,17,男,18811704848,38,139,132,8,18,97,67,80,73,16,630
202102175,fgufae,20,女,13325377178,165,66,22,91,26,84,0,71,16,12,388
202102176,gqjbtk,17,男,18114775726,70,69,119,67,95,50,24,99,15,28,566
202102177,euirin,24,女,18647271503,153,54,6,111,6,93,51,58,37,33,449
202102178,abgiap,21,男,14962052295,112,144,19,70,97,59,17,98,67,9,580
202102179,tukbsz,24,男,15986663253,136,134,121,138,54,60,30,19,18,29,603
202102180,zhyeio,17,男,17312743158,64,56,51,95,66,22,10,29,15,36,380
202102181,ogwmpl,26,女,13616830947,126,104,136,20,66,29,24,33,11,76,499
202102182,hfkixm,21,女,14943451087,58,53,48,145,22,87,60,41,47,72,575
202102183,zdelkp,26,男,18976630140,120,50,125,120,84,51,31,2,55,49,567
202102184,ibqfol,26,男,15332029805,96,55,93,144,83,4,23,87,31,92,612
202102185,mogcqz,25,男,18647533129,23,23,136,29,88,50,75,81,11,86,579
202102186,fhvugc,20,男,18683633425,117,30,63,111,0,55,62,36,76,80,513
202102187,zbyibk,24,男,18586622558,163,56,42,99,23,45,24,77,73,9,448
202102188,gkwuco,18,女,15943466899,82,122,116,130,18,63,33,83,17,7,589
202102189,djlayx,23,女,15979444600,29,2,4,129,67,5,80,62,45,26,420
202102190,mvcpfp,19,男,13180663509,75,55,80,43,24,7,70,54,32,5,370
202102191,myhcym,23,女,13131811910,21,128,8,118,96,90,82,42,66,78,708
202102192,xuwclx,17,男,18955991027,91,53,140,59,100,82,33,22,90,98,677
202102193,rfvisi,25,男,18549517861,110,27,37,8,96,61,21,39,99,80,468
202102194,ypsrho,24,女,18926530103,57,28,143,82,31,5,96,89,64,20,558
202102195,ueluzp,18,男,13534380139,3,101,71,122,64,93,63,64,86,12,676
202102196,phhhqb,19,男,18519720923,104,26,120,98,26,61,46,53,90,29,549
202102197,wcwzld,21,女,18092711672,131,22,124,120,65,82,45,90,55,71,674
202102198,mrjqhm,21,男,18164220192,50,5,68,77,8,63,5,51,57,56,390
202102199,pinvqm,21,男,15855380907,145,110,78,45,39,42,48,47,36,35,480
202102200,hlkhif,20,男,18940756529,70,79,8,69,87,29,92,4,82,96,546
202102201,kpouju,24,男,18030970036,99,38,37,69,69,68,29,14,92,31,447
202102202,iuolgz,23,女,18684207493,69,7,116,121,84,39,45,82,58,24,576
202102203,raawdw,20,女,15398372402,166,90,63,70,6,39,0,77,85,43,473
202102204,omjpcr,22,女,18657156651,131,86,147,39,53,26,55,37,91,61,595
202102205,czyttv,23,男,14926102471,24,38,74,100,71,54,41,52,83,82,595
202102206,xwonbb,20,男,14911572085,130,0,34,9,58,55,61,1,47,30,295
202102207,iriybo,19,男,13541142401,29,20,34,1,13,8,35,67,78,82,338
202102208,qqacfc,22,男,18786412550,4,87,55,81,83,9,72,67,20,57,531
202102209,kkkwmk,22,女,15388539923,13,47,111,86,46,30,97,43,31,69,560
202102210,pzbdbu,26,女,15795050888,89,66,28,67,4,77,8,35,95,48,428
202102211,ansrin,19,女,15364170266,46,75,35,104,93,57,55,73,81,11,584
202102212,qploos,19,女,13129155548,4,105,101,60,24,82,61,80,39,11,563
202102213,dzwwlg,17,女,13335261481,1,79,127,133,76,33,24,10,94,78,654
202102214,hwmzsf,22,女,17750653937,143,81,128,124,53,3,94,50,40,60,633
202102215,lfovqc,19,男,13398998672,82,34,139,16,63,53,19,54,13,73,464
202102216,ojeffa,20,女,13351014701,42,41,113,103,63,97,46,94,86,76,719
202102217,rzwufp,24,女,13016999720,91,23,104,90,84,85,94,79,6,98,663
202102218,krbqav,26,男,18519187680,115,12,95,31,28,51,46,47,89,90,489
202102219,ywmeio,25,男,15322623601,147,57,94,143,68,81,67,92,70,47,719
202102220,oeoieb,16,女,18832830731,132,4,74,60,73,69,32,39,39,8,398
202102221,kzfidy,24,女,13617541713,42,11,23,79,40,64,71,93,59,45,485
202102222,cmyaie,25,男,15811588475,137,29,55,146,57,15,85,11,54,16,468
202102223,yqybut,18,男,18037929343,73,96,31,47,37,58,67,41,92,22,491
202102224,vawgbh,21,男,18012350835,113,118,128,28,91,5,62,39,61,22,554
202102225,ejqpqc,17,男,18156345014,57,131,43,20,6,23,78,90,72,27,490
202102226,gotnoe,26,女,18595941243,163,129,9,91,53,78,79,22,45,88,594
202102227,ynuwby,24,女,18885248640,1,124,78,130,62,41,73,9,35,78,630
202102228,dzdwyc,24,女,18834638452,54,134,1,101,0,90,11,3,99,81,520
202102229,xsfolb,20,男,17389111725,148,53,93,132,71,76,24,64,26,97,636
202102230,ctwfmj,21,女,15818933374,29,101,33,25,83,37,10,16,74,92,471
202102231,jxxnps,18,女,17547874933,156,14,34,47,91,34,91,38,25,39,413
202102232,dsnxol,20,男,15987052496,52,123,113,9,89,66,86,93,69,7,655
202102233,hxyhfn,21,女,18694012061,67,22,66,52,44,59,15,84,54,87,483
202102234,qewsgy,21,男,15878704286,86,73,32,68,46,83,60,48,80,14,504
202102235,kbjfjz,16,男,15719576685,37,14,117,148,53,41,88,33,64,97,655
202102236,panvpi,18,男,14961053264,131,43,16,91,64,15,5,55,21,76,386
202102237,snfavt,20,女,13124566880,61,25,14,130,24,9,61,12,69,89,433
202102238,ioexub,24,男,18130203971,123,35,116,117,89,40,20,45,85,57,604
202102239,spfplj,17,男,18574024702,97,7,92,123,85,55,52,57,18,75,564
202102240,sqjzgn,25,女,17718080118,161,7,127,88,50,74,93,4,1,24,468
202102241,trmnob,24,女,17872950533,138,126,97,92,39,34,15,39,77,78,597
202102242,ljoogu,26,男,18064107987,95,8,37,41,58,54,60,37,30,82,407
202102243,nahdge,17,女,15313676751,59,18,15,81,14,83,52,91,52,0,406
202102244,bupnci,17,女,17784097259,136,15,6,3,87,1,58,0,2,40,212
202102245,bakpme,22,女,15379863817,76,142,120,142,20,73,83,79,88,60,807
202102246,fiznuh,21,女,17563507055,157,13,93,2,86,74,38,81,75,94,556
202102247,gpmifk,25,男,18638592302,35,68,119,137,97,33,29,1,96,73,653
202102248,ffbgwn,24,男,18125142683,29,71,48,46,100,80,44,94,30,14,527
202102249,azsuig,19,男,13017631441,119,13,63,48,67,87,54,19,81,68,500
202102250,hrizjq,17,男,13379579743,96,119,148,145,4,69,15,11,10,29,550
202102251,ozadff,22,女,13161953110,126,7,53,40,35,19,67,61,47,45,374
202102252,uamqrx,22,男,15396750263,41,134,27,20,26,57,38,96,47,28,473
202102253,gteewh,23,女,18635998890,25,16,126,134,98,16,10,10,83,66,559
202102254,zootgu,18,男,17398009374,66,136,109,36,8,10,48,75,78,96,596
202102255,splslf,18,男,13517421076,136,115,119,97,33,10,54,68,22,61,579
202102256,uniydy,24,男,15841552267,158,44,101,101,30,98,95,86,93,21,669
202102257,truxia,16,男,18742054328,47,13,80,66,86,93,11,23,35,43,450
202102258,gkavey,19,男,13670845274,108,39,90,105,87,31,77,37,29,33,528
202102259,hgcadw,21,男,17592705860,143,145,51,2,85,18,68,58,34,21,482
202102260,aekptt,16,女,18064974635,149,85,21,107,44,67,31,69,20,88,532
202102261,jqmbpl,18,男,13359584011,34,44,102,102,47,29,26,37,62,47,496
202102262,dmuioc,19,女,15744405200,153,139,32,47,4,33,61,73,14,45,448
202102263,imrnfu,25,女,15822102134,55,121,118,39,51,53,38,60,88,85,653
202102264,muvdcl,24,女,15911514126,11,77,32,29,28,4,47,65,32,33,347
202102265,tcqsqq,21,男,15860280674,135,84,17,50,31,45,68,40,96,95,526
202102266,ywhbiw,25,女,15371792623,75,83,25,32,85,86,54,43,19,83,510
202102267,ejppsx,23,女,14985484491,115,46,74,36,71,66,67,72,18,87,537
202102268,csxqtd,18,女,13072588732,146,78,56,50,93,66,60,33,11,51,498
202102269,khghtb,24,女,18987298334,39,139,64,135,87,83,100,44,14,49,715
202102270,ffctqd,26,男,13650168851,100,50,133,42,3,77,94,50,21,60,530
202102271,wmuwzd,20,男,15380427832,26,38,123,81,49,51,6,99,49,66,562
202102272,ganoou,23,男,17327466699,93,76,118,149,34,97,96,31,70,25,696
202102273,qyzitg,18,女,18631575545,150,15,28,84,32,22,30,52,77,79,419
202102274,gpwlec,18,女,14935220440,25,133,55,19,43,22,96,64,49,96,577
202102275,evxrld,22,男,17584765661,80,127,114,57,37,92,12,88,1,88,616
202102276,bmzdgf,18,男,13174295487,77,96,40,57,15,43,53,37,78,32,451
202102277,tslgsf,26,男,18636769756,104,27,42,69,56,91,88,9,82,30,494
202102278,wbdzuo,22,女,18167341587,145,100,44,144,29,49,22,75,92,63,618
202102279,avjdst,19,男,18677407266,98,27,115,80,22,22,84,96,16,13,475
202102280,cjffub,16,女,18960970661,3,108,83,99,59,59,83,96,15,84,686
202102281,mzybrm,23,女,18610282749,119,23,97,68,29,48,5,39,82,36,427
202102282,rmrfpc,17,男,13668060110,126,87,125,81,68,5,77,17,50,5,515
202102283,cbnpgs,23,女,13348566531,14,144,53,18,52,12,75,46,34,99,533
202102284,yhfeyk,25,男,13379582057,6,62,101,32,100,52,23,24,96,82,572
202102285,olsmhl,18,女,17531456653,42,72,44,95,79,100,25,93,53,63,624
202102286,hozayp,21,男,18527098518,126,142,121,37,61,63,73,81,60,41,679
202102287,enugrq,20,男,18940676923,52,103,56,116,33,53,16,85,12,35,509
202102288,dwiuqk,25,女,18988989477,33,95,43,58,10,72,53,80,7,5,423
202102289,weqcbe,21,女,15331033317,141,9,119,76,1,92,32,63,81,35,508
202102290,ixrpar,23,女,18013079254,118,19,90,107,70,85,83,17,61,76,608
202102291,zrozfc,22,男,13151217654,56,74,118,10,40,80,68,49,83,58,580
202102292,ggjfzz,24,男,18828839540,83,10,13,66,82,66,1,88,78,11,415
202102293,guxtob,17,女,15861013271,139,55,4,12,53,99,89,75,34,70,491
202102294,okcblj,20,女,17726243854,127,10,137,143,17,9,35,79,65,58,553
202102295,tcnjtu,20,女,13080739055,34,117,69,16,6,6,95,71,42,23,445
202102296,sujtau,18,男,15765714326,15,65,49,0,53,46,35,63,58,88,457
202102297,kckbtc,16,女,15986386397,84,130,63,79,86,72,75,78,45,93,721
202102298,mzfshq,18,女,13691724684,104,140,62,111,43,18,31,66,66,99,636
202102299,orwpau,21,男,18169529675,95,75,126,143,5,75,51,56,0,56,587
202102300,usexdq,16,男,18946351047,54,146,148,51,47,22,56,16,91,79,656
202102301,coejmg,17,男,18936181066,143,37,88,124,64,66,28,39,31,52,529
202102302,zufwuc,26,男,15398564072,125,93,16,65,18,79,85,66,6,17,445
202102303,zbsooc,16,男,15897553607,44,47,18,18,30,64,36,33,42,71,359
202102304,jrjxxo,19,女,18662243870,122,81,82,137,53,75,4,34,1,28,495
202102305,nqfkqv,16,女,17560217411,138,108,90,44,62,75,72,73,31,33,588
202102306,wnuyln,22,女,13546350825,149,4,67,21,28,42,66,26,43,59,356
202102307,lczidh,18,男,18742811637,64,105,117,42,8,52,55,46,11,33,469
202102308,myixds,26,女,13014068419,26,116,34,75,65,71,4,90,56,92,603
202102309,krthof,23,男,17748400446,61,32,134,10,65,47,36,12,42,36,414
202102310,cpfepr,19,女,14978949418,140,25,53,44,78,2,6,56,42,67,373
202102311,uqtvfq,26,女,15967956677,56,97,2,137,66,64,3,100,52,44,565
202102312,jazplq,17,女,18959791846,88,90,118,28,54,45,72,11,60,78,556
202102313,fozpgt,25,男,13391961235,68,61,133,47,4,52,39,94,15,29,474
202102314,bkujuz,24,女,17352144996,67,55,4,113,83,47,19,32,27,99,479
202102315,webvqq,16,女,13025290437,33,81,106,53,21,17,56,41,61,39,475
202102316,zkvrcp,22,女,15917175852,68,150,8,0,68,69,32,12,61,61,461
202102317,zdcokb,26,男,17775981262,102,39,99,8,28,92,95,29,70,42,502
202102318,qlivto,20,男,18095600913,161,115,47,54,53,25,59,42,7,6,408
202102319,imprai,21,女,15839653937,146,128,110,149,77,65,94,0,59,52,734
202102320,ttfjrw,22,男,13687183563,76,67,71,44,90,87,40,100,7,88,594
202102321,gidnev,24,女,18735535880,72,103,62,31,8,11,46,67,30,71,429
202102322,ntgtel,26,女,17550165032,83,23,46,20,94,36,20,93,42,88,462
202102323,raghht,20,男,15817764121,22,100,101,10,49,64,93,33,88,76,614
202102324,zylojt,24,男,17384550116,119,76,102,112,93,73,60,20,82,100,718
202102325,ogarox,25,男,13014143782,55,143,10,8,57,68,96,92,52,95,621
202102326,xkvbdh,20,女,17715204713,13,124,10,120,3,44,14,1,67,86,469
202102327,ktzlef,18,女,17372654284,51,84,24,115,92,4,19,12,26,16,392
202102328,gxzibw,16,男,18019246655,52,25,141,66,88,41,52,35,84,54,586
202102329,affbcz,23,女,17783358121,125,134,81,144,46,59,63,14,39,42,622
202102330,fzxaql,19,男,15347754041,31,12,9,18,63,86,6,95,81,47,417
202102331,tiwydw,19,女,15791439272,53,138,145,48,74,50,77,62,66,86,746
202102332,qnortd,23,男,18981149334,43,37,32,108,47,13,75,1,71,61,445
202102333,fveaeu,16,男,14954510244,36,108,128,145,76,87,40,97,3,60,744
202102334,qbahld,16,男,15360008533,34,66,98,32,82,99,31,68,78,57,611
202102335,gvltyd,16,女,18671971834,109,123,70,72,55,93,66,77,14,59,629
202102336,isioss,25,男,15797473221,123,64,95,16,92,47,53,62,61,46,536
202102337,gldvpz,16,男,13644121057,161,135,21,116,78,26,74,68,51,32,601
202102338,wgljqt,16,女,18053098584,139,79,18,12,81,28,47,42,39,40,386
202102339,xkscif,17,女,18716152900,111,4,76,57,32,8,7,75,50,78,387
202102340,zisljy,16,男,13653279397,14,93,147,95,41,33,50,45,91,8,603
202102341,kooorh,22,女,18887533227,142,45,127,72,77,4,51,92,27,29,524
202102342,atboiy,18,女,15369839437,141,49,86,23,26,66,9,76,100,2,437
202102343,ehommi,25,男,18195168655,60,106,35,62,57,76,78,79,93,59,645
202102344,elcfwv,26,男,15855876104,87,137,75,46,20,33,41,83,70,6,511
202102345,nozkav,24,男,15840172854,126,120,19,37,13,47,15,88,51,39,429
202102346,tuvdxw,17,女,13615197888,98,74,129,43,56,100,33,97,37,16,585
202102347,idstbd,25,男,18911390613,9,143,81,75,87,14,41,60,9,40,550
202102348,athalr,24,女,13172245190,52,58,26,57,39,67,12,77,81,36,453
202102349,sfmefp,22,女,17599917328,149,95,54,38,0,77,27,79,47,14,431
202102350,igixxe,24,男,18196803485,165,136,3,53,18,31,29,41,73,13,397
202102351,czvott,23,男,15951693592,136,129,42,61,87,30,29,68,92,37,575
202102352,uvuemp,24,女,13693279537,32,39,41,90,53,96,27,49,86,40,521
202102353,xewwkh,23,女,17819345025,133,2,36,34,26,5,18,56,80,54,311
202102354,zljzyt,25,男,18616725777,137,0,125,96,7,2,2,25,64,18,339
202102355,cevefw,22,女,17324595828,21,84,63,140,8,61,82,3,39,48,528
202102356,hracbs,18,女,18171452809,46,114,60,57,5,24,20,67,20,38,405
202102357,bvvfkx,25,男,13651792328,79,54,58,127,21,44,64,71,31,88,558
202102358,xjxtcx,19,女,17526606783,136,2,24,38,73,58,47,30,58,82,412
202102359,mvmiad,26,女,18634192215,135,115,93,100,54,20,2,40,91,32,547
202102360,anlfwm,16,女,15360571212,64,65,130,20,16,50,34,19,93,83,510
202102361,mnbthb,19,男,15889527524,39,108,118,133,13,7,85,81,76,79,700
202102362,ghyefd,16,女,18511178986,64,99,118,80,48,51,72,91,75,16,650
202102363,tpaakw,25,女,17535417965,14,29,0,19,87,97,19,18,76,30,375
202102364,seyqns,24,男,17871251960,58,27,34,96,37,70,69,74,65,45,517
202102365,pofluh,25,女,13180581515,83,143,63,93,35,100,55,45,6,34,574
202102366,drihba,20,男,13135340742,159,103,43,32,82,48,96,42,50,50,546
202102367,pahitf,19,女,18579941333,164,122,24,130,68,65,65,84,90,94,742
202102368,fjjnas,22,男,18685641415,46,91,50,32,59,56,53,85,2,28,456
202102369,wxgjpl,21,女,13568091332,14,90,20,138,96,50,72,6,23,36,531
202102370,qvmrdd,17,男,13342105239,80,88,38,73,53,58,84,56,92,46,588
202102371,vupzbc,17,女,18712151250,139,39,140,101,9,71,38,56,40,2,496
202102372,jesqzq,19,男,17877768260,84,81,60,143,95,15,0,83,28,87,592
202102373,lfelif,26,男,17384517903,98,130,17,82,98,84,8,36,61,79,595
202102374,sbrhlq,20,男,17849955436,41,64,147,95,75,28,48,14,10,89,570
202102375,miybtz,21,男,13171795539,118,27,33,38,19,84,91,40,97,18,447
202102376,tsebrq,23,男,15925415984,122,90,68,6,71,21,39,5,22,21,343
202102377,vkeuhi,19,男,17360488820,116,89,49,101,50,19,19,38,17,68,450
202102378,ipcabq,16,女,13049893646,51,57,6,147,97,50,46,100,95,31,629
202102379,qdeequ,25,女,17752656759,135,137,31,39,53,75,18,91,51,31,526
202102380,ojyprw,25,男,18127664059,88,11,116,22,22,40,54,63,80,20,428
202102381,hzrvvp,24,女,18698440072,83,53,83,137,34,13,44,73,2,24,463
202102382,qqqwro,18,女,17887111521,104,80,91,96,28,93,5,87,40,23,543
202102383,zyjhsw,18,男,18769690817,5,118,79,67,94,34,45,17,84,8,546
202102384,hbqtdq,24,男,13525158304,22,69,48,95,51,11,63,57,90,32,516
202102385,caexjo,21,女,18788133879,28,124,34,88,42,92,37,50,68,43,578
202102386,lugvsa,26,女,15969054438,158,11,30,3,79,79,35,34,9,77,357
202102387,pegeob,25,男,15995869301,151,18,40,20,89,15,27,75,94,61,439
202102388,okrdvq,20,男,14949544268,27,23,57,55,50,17,4,46,12,48,312
202102389,josmlu,24,女,13645412346,60,91,69,98,84,1,19,39,100,95,596
202102390,gzgogx,18,男,18620516862,127,78,109,98,76,4,65,29,11,46,516
202102391,qjahyc,22,女,17859691491,131,100,17,145,34,54,98,96,32,64,640
202102392,qncznq,16,女,18734911022,10,10,15,25,88,70,82,34,14,6,344
202102393,wifvja,26,女,15721809182,102,20,35,24,91,73,80,20,36,60,439
202102394,pfsefj,26,女,13631184194,60,141,6,91,4,98,85,40,20,40,525
202102395,gcwpco,18,男,13388088872,157,47,128,67,86,63,100,8,97,23,619
202102396,cenqga,17,女,18969743848,6,79,22,52,3,56,62,64,50,60,448
202102397,yfbqli,23,女,13087481550,89,84,136,85,74,5,69,100,30,2,585
202102398,gmvkex,22,女,15837360283,78,41,105,31,1,82,96,64,71,32,523
202102399,mcmrjo,24,男,15743379071,144,81,53,29,32,6,42,89,91,67,490
202102400,pgkzon,25,男,18746685167,54,99,77,34,17,93,50,81,16,33,500
202102401,laeaiw,16,女,18691429274,119,0,12,92,78,52,76,65,65,69,509
202102402,bfqtqo,24,女,14969820783,112,127,1,100,65,47,9,45,34,84,512
202102403,dlothn,24,男,18513250339,11,84,0,44,20,93,79,87,43,85,535
202102404,mbtndh,25,女,18713647253,39,101,14,6,62,8,43,11,9,9,263
202102405,ihbadu,16,女,13516795105,166,63,126,149,58,45,59,79,8,31,618
202102406,uflmnc,23,男,18025634612,140,58,61,57,19,81,28,90,9,19,422
202102407,agavlx,21,男,17872775646,26,39,22,27,35,80,78,38,39,20,378
202102408,vfusos,19,男,15398263214,55,134,58,63,77,84,49,43,26,77,611
202102409,hybfzt,17,男,13511629135,120,145,130,98,94,29,27,78,28,88,717
202102410,uwzjiq,26,女,18168416455,79,107,93,149,17,43,90,69,63,52,683
202102411,nkdity,23,男,17738656978,11,130,116,33,76,1,30,97,61,52,596
202102412,eczmew,19,男,18698483278,67,0,24,143,45,61,11,84,45,48,461
202102413,dgkhiu,17,女,18128214867,88,115,70,136,86,98,25,40,38,33,641
202102414,qlxugb,23,女,17814833937,55,4,9,74,57,72,33,43,19,88,399
202102415,enbqtw,25,女,18726307946,130,144,35,117,99,23,56,17,22,42,555
202102416,hfxlsq,24,男,13538433066,146,48,77,115,46,47,27,91,76,79,606
202102417,wwowyt,23,女,18782264499,1,35,55,41,36,68,52,92,32,67,478
202102418,jzcoku,16,女,18127709470,89,15,8,93,68,68,60,51,92,30,485
202102419,dvwrkr,16,男,15998536091,163,29,92,78,59,95,93,47,49,70,612
202102420,inhsji,21,男,14937732259,50,1,17,145,80,95,4,11,24,36,413
202102421,sdrqhz,18,男,13088225264,116,143,45,4,10,61,76,78,13,60,490
202102422,jqtqka,23,女,15748947846,133,38,27,147,54,2,85,98,25,83,559
202102423,xrhhzi,18,男,13317858444,23,4,110,33,21,26,55,79,83,27,438
202102424,cwymsa,20,女,15928483143,157,98,96,37,12,58,21,94,26,40,482
202102425,vgwgcq,20,男,15991998222,88,106,65,53,100,18,68,67,75,6,558
202102426,eonqui,24,男,13662617234,12,31,50,135,66,69,23,62,70,55,561
202102427,lugyps,16,女,14934744878,53,51,47,142,2,77,86,68,62,30,565
